16,14,20,1,4,1,3
3,4,6,2,7,1,0
22,31,1,0,4,5,0
1,2,1,0,0,3,0
5,3,7,0,0,0,0
8,4,1,0,0,0,0
7,2,0,0,1,0,0
5,2,0,0,2,0,0
2,1,0,0,0,0,0
1,1,0,0,0,0,0
4,0,0,0,0,0,0
2,0,0,0,0,0,0
0,0,0,2,0,0,0
2,0,0,0,0,0,0
0,0,0,2,0,0,0
0,0,0,1,0,0,0
0,0,0,1,0,0,0
1,0,0,0,0,0,0
