0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,27,0,0,0,0,0,0,0,0
11,0,0,0,0,7,0,0,0,0,0,0,0,0
0,0,0,0,0,11,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,0,2,0,0,20,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,8,1,0,0
0,0,0,0,0,3,0,0,6,0,0,0,0,0
0,0,8,0,0,52,0,0,0,0,19,0,0,0
0,0,0,0,0,49,0,0,0,0,0,0,0,0
0,0,32,0,0,85,0,0,0,0,0,0,0,0
0,0,3,0,0,5,0,0,0,0,0,0,0,0
0,2,25,0,0,3,0,0,0,0,0,0,0,0
0,0,0,0,0,205,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,0,41,0,0,0,0,0,0,0,0
0,0,7,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,10,0,0,0,0,0,8,0,0
0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,60,0,0,50,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,6,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
