67,43,44,42,20,31,26,28,41
53,38,35,19,27,34,16,17,10
20,36,20,10,7,14,10,21,4
22,2,5,3,25,21,23,0,23
17,4,3,5,31,3,2,7,1
8,9,12,17,7,2,3,12,2
5,9,14,14,0,1,7,2,0
4,18,2,15,1,4,4,3,0
2,0,2,0,10,17,2,1,0
3,6,3,10,4,0,1,1,3
1,4,8,1,2,0,0,4,3
0,4,0,0,1,0,7,0,0
0,0,0,8,0,0,0,0,1
0,0,1,0,0,0,0,6,1
1,0,1,0,0,2,3,0,0
0,0,2,1,0,0,2,0,1
1,1,0,0,3,0,1,0,0
0,2,0,0,0,0,2,1,0
3,0,1,1,0,0,0,0,0
0,1,2,0,0,0,1,0,0
0,0,0,1,0,2,0,0,0
0,0,0,0,0,0,0,3,0
0,0,0,1,0,0,1,0,0
1,0,1,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0
0,1,0,0,0,0,0,0,0
