16,3,22,1,5,8,7,5,2,1,4,2,0,2,0,0,0,1
14,4,31,2,3,4,2,2,1,1,0,0,0,0,0,0,0,0
20,6,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0
4,7,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
