0,1,0,0,1,0,0,1,0
0,8,0,0,0,0,10,3,4
0,0,0,0,0,1,0,4,0
0,6,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,2,0
0,3,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0
0,12,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0
0,6,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
0,3,0,0,0,0,0,2,0
0,5,0,0,7,0,0,0,0
0,9,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
0,42,0,0,2,0,0,0,0
0,2,0,0,0,0,0,0,0
0,6,0,0,1,0,1,0,0
0,15,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
0,42,3,0,0,8,0,0,0
0,1,0,0,0,0,0,0,0
0,5,0,0,0,0,0,0,0
0,0,0,1,0,6,3,1,1
0,1,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0
0,8,0,0,0,0,0,0,0
1,0,14,0,1,1,0,0,0
2,0,4,0,0,3,0,0,0
0,18,0,1,0,0,0,13,0
0,2,0,0,0,0,0,0,0
0,18,0,1,0,0,2,1,1
0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0
0,2,0,0,0,0,0,0,0
0,5,0,0,0,0,0,0,0
0,4,0,0,0,0,0,0,0
0,9,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
0,12,0,0,1,0,0,0,0
0,51,0,3,0,0,37,0,6
0,120,0,0,0,7,10,1,4
0,0,0,2,0,0,0,0,0
3,15,2,4,0,7,13,1,2
0,2,0,0,0,0,0,0,0
