15.64,89.02060606060613,0.01,0.009999999999999988
17.57,45.15666666666668,0.01,0.009999999999999988
13.02,0.03999999999999997,0.01,0.009999999999999988
19.96,5.392323232323233,0.01,0.009999999999999988
17.4,7.111111111111118,0,0
17.95,5.56313131313131,0.01,0.009999999999999988
19,4.626262626262626,0.01,0.009999999999999988
14.49,6.353434343434346,0.01,0.009999999999999988
18.54,45.4832323232323,0.01,0.009999999999999988
16.49,1.242323232323234,0,0
14,0.5050505050505051,0,0
18.49,3.181717171717174,0,0
17.02,31.27232323232324,0,0
14.97,4.635454545454547,0,0
15.48,0.3531313131313129,0.01,0.009999999999999988
20.02,32.03999999999998,0,0
15.96,12.66505050505052,0,0
19.5,3.242424242424242,0,0
15.96,0.05898989898989888,0,0
16.04,32.18020202020202,0.01,0.009999999999999988
15.55,1.421717171717171,0,0
15.72,8.102626262626259,0,0
15.99,0.05040404040404018,0,0
16.23,19.4112121212121,0.01,0.009999999999999988
18.25,5.23989898989899,0.01,0.009999999999999988
17.98,2.646060606060606,0,0
17.47,1.625353535353537,0.01,0.009999999999999988
16.53,11.03949494949495,0.01,0.009999999999999988
15.93,0.368787878787878,0.01,0.009999999999999988
18.9,2.313131313131318,0,0
16.92,49.14505050505049,0,0
16.48,14.59555555555556,0.01,0.009999999999999988
16.02,2.767272727272728,0,0
17.08,71.12484848484857,0,0
15.04,17.57414141414144,0,0
17.49,3.161515151515154,0.01,0.009999999999999988
18.96,10.34181818181818,0.01,0.009999999999999988
16.32,74.66424242424246,0,0
17.54,20.00848484848484,0,0
16.45,28.10858585858586,0,0
18.99,0.9998989898989895,0.01,0.009999999999999988
15.45,6.128787878787876,0,0
15.99,2.272626262626265,0.01,0.009999999999999988
18.43,7.318282828282834,0.01,0.009999999999999988
16.47,34.97888888888889,0.01,0.009999999999999988
14.29,10.9958585858586,0.01,0.009999999999999988
15.98,0.5854545454545446,0.01,0.009999999999999988
15.48,4.312727272727272,0,0
12.98,18.06020202020203,0,0
16.51,77.98979797979796,0,0
16.25,5.401515151515151,0.01,0.009999999999999988
16.99,12.35343434343434,0.01,0.009999999999999988
17.51,65.34333333333323,0,0
16.63,65.32636363636364,0,0
15.97,6.615252525252528,0.01,0.009999999999999988
14.1,8.070707070707066,0.01,0.009999999999999988
15.62,89.71272727272729,0,0
20.01,11.94939393939393,0,0
15.42,77.29656565656575,0,0
18.48,6.635959595959599,0,0
15.97,35.82737373737374,0,0
14.48,3.40363636363636,0.01,0.009999999999999988
14.91,68.52717171717173,0.01,0.009999999999999988
17.99,0.009999999999999959,0,0
16.01,2.03020202020202,0.01,0.009999999999999988
17.46,6.149898989898988,0.01,0.009999999999999988
18.04,2.806464646464649,0,0
18.01,0.8584848484848502,0.01,0.009999999999999988
19.89,0.5837373737373704,0,0
16.99,31.7877777777778,0,0
16.97,0.8980808080808095,0,0
15.95,4.573232323232322,0,0
17.59,66.32515151515153,0,0
18.48,14.95919191919193,0,0
17.92,4.579393939393939,0.01,0.009999999999999988
16.52,10.09050505050504,0.01,0.009999999999999988
15.99,1.949393939393941,0,0
15.97,2.494040404040404,0,0
20.94,1.673131313131318,0.01,0.009999999999999988
16.98,0.9086868686868678,0.01,0.009999999999999988
17.96,0.1397979797979797,0,0
18.97,0.5142424242424251,0,0
19.97,4.453636363636365,0,0
19.97,2.191010101010102,0,0
13.51,3.242323232323232,0.01,0.009999999999999988
15.99,0.03020202020202041,0,0
18.01,2.434242424242423,0.01,0.009999999999999988
19.44,22.24888888888889,0.01,0.009999999999999988
17.97,4.716262626262627,0.01,0.009999999999999988
17.05,23.92676767676767,0.01,0.009999999999999988
15.51,1.706969696969698,0.01,0.009999999999999988
17.39,21.37161616161617,0,0
18.42,54.40767676767675,0.01,0.009999999999999988
15.18,29.50262626262625,0.01,0.009999999999999988
18.07,40.20717171717173,0,0
15.24,48.18424242424241,0,0
15.68,88.15919191919195,0.01,0.009999999999999988
16.65,27.23989898989899,0,0
18.25,5.26010101010101,0.01,0.009999999999999988
20.9,0.6161616161616139,0,0
