1,3,0,4,0,36,11,2,11,18
5,0,0,164,20,30,3,0,20,10
12,12,0,123,3,6,114,12,12,6
27,2,0,57,12,27,57,8,0,6
1,14,10,7,12,5,1,13,0,6
0,0,0,0,0,141,0,0,9,0
2,8,0,51,0,27,8,3,4,0
0,15,5,25,8,116,25,18,13,28
11,259,173,270,22,86,151,11,32,65
0,13,0,26,16,44,23,0,125,13
0,0,0,11,3,3,3,5,0,0
25,4,0,112,2,38,0,4,6,0
0,5,0,0,0,10,26,0,0,0
4,0,0,9,4,92,13,0,44,53
3,0,2,83,29,41,10,2,0,0
26,0,0,47,0,62,0,0,11,13
